Trail Name,compound,RF_Sentiment
Tunnel View,0.68772,0
Tuolumne Meadows,0.6207,0
Tuolumne River Trail,0.7041499999999999,0
Turkey Creek Trail,0.8384199999999999,1
Turkeypen Ridge Trail,0.97,1
Turret Arch,0.7101900000000001,0
Tusayan Ruin Walk,0.4229,0
Twentynine Palms Oasis (Oasis of Mara),0.66548,0
Twin Bridges Trail,0.7179,0
Twin Creeks Trail,-0.04800000000000001,0
Twin Falls,0.57646,0
Twin Lakes,0.70557,0
Twin Lakes Trails,0.72019,0
Twin Peaks,0.71264,0
Twin Sisters Peaks Trail,0.68677,0
Two Medicine Lake,0.7159,0
Ubehebe Crater,0.62942,0
Umtanum Canyon Trail,0.80331,1
Uncle Tom's Trail,0.27962,0
Under-the-Rim Trail,0.76883,1
Undine Falls,0.8040100000000001,1
Unicoi State Park,0.6600699999999999,0
Union Creek Trail,0.83337,1
Upheaval Dome,0.80148,1
Upper Beaver Meadows Trailhead,0.6472,0
Upper Dewey Lake,0.75288,1
Upper Geyser Basin,0.8874000000000001,1
Upper Loop/Upper Upper Loop,0.5411400000000001,0
Upper Tremont Road in Great Smoky Mountains National Park,0.6254500000000001,0
Vernal Fall,0.81524,1
Vernal falls bridge,0.4005,0
Vickery Creek Trail,0.7151099999999999,0
Virgin River Rim Trail,0.46745714285714285,0
Vulture Peak Trail,0.52425,0
Waco Suspension Bridge,0.6273299999999999,0
Waihee Ridge Trail,0.58971,0
Wakodahatchee Wetlands,0.90381,1
Walhalla Overlook,0.56339,0
Walker Canyon Trailhead,0.79269,1
Wall Street Mill,0.72363,0
Walnut Canyon National Monument,0.8153499999999999,1
Warner Point,0.84291,1
Washington Crossing State Park,0.44405,0
Wasson Peak,0.72309,0
Watchman Peak,0.83959,1
Watchman Trail,0.76666,1
Waterfall Canyon Trail,0.87578,1
Waterton-Glacier International Peace Park,0.8756299999999999,1
Weeping Rock Trail,0.46477,0
Wekiwa Springs State Park,0.8284499999999999,1
Wellington Trail,0.70548,0
West Baldy Trail,0.77873,1
West Fork Oak Creek Trail,0.88156,1
West Lake Trail,0.46897,0
West Prong Trail,0.8314600000000001,1
West Rim Trail,0.68505,0
West Thumb Geyser Basin,0.78478,1
Weston Lake,0.56334,0
Wheeler Peak,0.8513299999999999,1
Wheeler Peak Scenic Drive,0.8579666666666667,1
White House Ruins Trail,0.67694,0
White Oak Canyon Trail,0.41285999999999995,0
White Rim Overlook Trail,0.9259000000000001,1
White Rim Road,0.65998,0
White Rim Trail,0.74892,0
White River Valley Trail,0.81892,1
White Rock Mountain Loop,0.8862,1
White Rocks Trail,0.73125,0
White Wolf Sanctuary & Educational Facility,0.78156,1
Whiteoak Canyon Falls,0.8457399999999999,1
Whitewater Creek Trail,0.4147333333333334,0
Widforss Trail,0.83184,1
Wild Basin Area,0.70057,0
Wild Burro Trail,0.78111,1
"Wild Mountain Water Park, Alpine Slides & Go-Karts",0.60325,0
Wildcat Canyon Regional Park,0.8489599999999999,1
Wildcat Canyon Trail,0.84446,1
Wildcat Ridge Hawkwatch,0.67378,0
Wildcat Trail,0.56699,0
Wildlife Loop Road,0.49368,0
Wilhite Trail,0.9499333333333334,1
Willis Creek Slot Canyon,0.76569,1
Willow Canyon Outdoor,0.83026,1
Willow Hole Trail,0.854475,1
Wind Cave Canyon Trail,0.79938,1
Window Trail,0.8485666666666667,1
Winnemucca Sand Dunes,0.7435375,0
Winthrop Twin Lakes Loop,0.8787200000000001,1
Wire Pass Trail (Buckskin Gulch Access),0.79894,1
Wissahickon Valley Park,0.42641999999999997,0
Wizard Island Summit Trail,0.2971,0
Wolf Creek Trail,0.9126000000000001,1
Wolf Pen Gap Trail,0.57548,0
Wonderland Lake Park,0.83138,1
Wonderland Trail,0.815565,1
Wraith Falls,0.55597,0
Wynoochee Dam,0.6707000000000001,0
Wyoming Centennial National Scenic Byway,0.747475,0
Yankee Boy Basin,0.8462400000000001,1
Yellowstone Geysers - Mud Volcano Area,0.67106,0
Yellowstone National Park,0.8836,1
Yellowstone River,0.70193,0
Yellowstone River Picnic Area,0.8499399999999999,1
Yosemite Valley,0.73126,0
Yosemite Valley Loop Trail,0.8712500000000001,1
Yovimpa Point,0.6223500000000001,0
Zabriskie Point,0.62139,0
Zion Canyon Scenic Drive,0.64452,0
Zumwalt Meadow Trail,0.55105,0
