name,area_name,city_name,state_name,country_name,length,elevation_gain,difficulty_rating,route_type,avg_rating,num_reviews,features,activities,river,beach,strollers,forest,city-walk,partially-paved,kids,rails-trails,dogs,waterfall,dogs-leash,ada,paved,hot-springs,views,dogs-no,cave,historic-site,wildlife,wild-flowers,lake,mountain-biking,surfing,off-road-driving,camping,walking,fishing,whitewater-kayaking,road-biking,horseback-riding,rails-trails,skiing,backpacking,scenic-driving,paddle-sports,sea-kayaking,canoeing,trail-running,bike-touring,birding,rock-climbing,cross-country-skiing,snowshoeing,ice-climbing,snowboarding,hiking,fly-fishing,nature-trips,update_name,update_state,trail_url,Lat,Lng
Pemetic Mountain via Pemetic Northwest Trail,Acadia National Park,Mount Desert,Maine,United States,1931.208,232.8672,3,out and back,4.5,66,"['forest', 'views']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Pemetic-Mountain-via-Pemetic-Northwest-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Pemetic-Mountain-via-Pemetic-Northwest-Trail,44.34121,-68.25037
Jordan Pond Carry to Eagle Lake and Bubbles Trails Loop,Acadia National Park,Mount Desert,Maine,United States,5471.756,225.8568,3,loop,5.0,43,"['dogs-leash', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Jordan-Pond-Carry-to-Eagle-Lake-and-Bubbles-Trails-Loop,Maine,https://www.alltrails.com/trail/us/Maine/Jordan-Pond-Carry-to-Eagle-Lake-and-Bubbles-Trails-Loop,44.34104,-68.25035
Acadia Park Loop Road,Acadia National Park,Bar Harbor,Maine,United States,39428.83,623.9256,1,loop,4.5,32,"['beach', 'dogs', 'kids', 'partially-paved', 'views', 'wildlife']","['birding', 'nature-trips', 'road-biking', 'scenic-driving']",0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Acadia-Park-Loop-Road,Maine,https://www.alltrails.com/trail/us/Maine/Acadia-Park-Loop-Road,44.40949,-68.24721
Conners Nubble Trail,Acadia National Park,Bar Harbor,Maine,United States,5632.69,115.824,3,out and back,4.5,42,"['dogs-leash', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Conners-Nubble-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Conners-Nubble-Trail,44.37786,-68.25237
Around The Mountain Loop Trail,Acadia National Park,Mount Desert,Maine,United States,24622.902,349.9104,5,loop,4.5,23,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'bike-touring', 'birding', 'camping', 'mountain-biking', 'nature-trips', 'trail-running', 'cross-country-skiing']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,Around-The-Mountain-Loop-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Around-The-Mountain-Loop-Trail,44.32013,-68.25334
Bald Peak Trail,Acadia National Park,Mount Desert,Maine,United States,3701.482,220.98,3,loop,4.5,43,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Bald-Peak-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Bald-Peak-Trail,44.32583,-68.2912
Canon Brook Trail,Acadia National Park,Bar Harbor,Maine,United States,5954.558,292.9128,3,out and back,4.5,24,"['dogs-leash', 'forest', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Canon-Brook-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Canon-Brook-Trail,44.34816,-68.20218
Sargent Mountain,Acadia National Park,Mount Desert,Maine,United States,6759.228,446.8368,3,out and back,4.5,35,"['dogs', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Sargent-Mountain,Maine,https://www.alltrails.com/trail/us/Maine/Sargent-Mountain,44.32904,-68.29327
Schoodic Head Overlook and The Anvil Loop Trail,Acadia National Park,Winter Harbor,Maine,United States,4184.284,146.9136,3,loop,4.5,43,"['dogs-leash', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Schoodic-Head-Overlook-and-The-Anvil-Loop-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Schoodic-Head-Overlook-and-The-Anvil-Loop-Trail,44.35216,-68.04712
"Witch Hold Pond, Eagle Lake and Around Mountain Carriage Road",Acadia National Park,Bar Harbor,Maine,United States,43613.114,1063.752,3,loop,4.5,23,"['dogs-leash', 'forest', 'lake', 'kids', 'views', 'wildlife']","['hiking', 'mountain-biking', 'nature-trips', 'snowshoeing']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,"Witch-Hold-Pond,-Eagle-Lake-and-Around-Mountain-Carriage-Road",Maine,"https://www.alltrails.com/trail/us/Maine/Witch-Hold-Pond,-Eagle-Lake-and-Around-Mountain-Carriage-Road",44.40921,-68.24661
Dorr Mountain North Ridge Trail to Gorge Path Loop,Acadia National Park,Bar Harbor,Maine,United States,5149.888,359.9688,5,loop,5.0,34,"['dogs-leash', 'views']","['hiking', 'walking']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dorr-Mountain-North-Ridge-Trail-to-Gorge-Path-Loop,Maine,https://www.alltrails.com/trail/us/Maine/Dorr-Mountain-North-Ridge-Trail-to-Gorge-Path-Loop,44.37112,-68.20952
Bernard Mountain Loop Trail,Acadia National Park,Southwest Harbor,Maine,United States,6598.294,499.872,7,loop,4.5,40,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Bernard-Mountain-Loop-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Bernard-Mountain-Loop-Trail,44.29241,-68.3869
Bubble Pond Carriage Trail,Acadia National Park,Bar Harbor,Maine,United States,8690.436,95.7072,3,out and back,5.0,34,"['dogs-leash', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'mountain-biking', 'nature-trips', 'off-road-driving', 'trail-running', 'walking', 'horseback-riding']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Bubble-Pond-Carriage-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Bubble-Pond-Carriage-Trail,44.34984,-68.24137
Homans and Emery Path,Acadia National Park,Bar Harbor,Maine,United States,1287.472,102.7176,1,loop,4.5,36,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Homans-and-Emery-Path,Maine,https://www.alltrails.com/trail/us/Maine/Homans-and-Emery-Path,44.36277,-68.20763
Lower Hadlock Pond Loop Trail,Acadia National Park,Mount Desert,Maine,United States,3701.482,30.7848,3,loop,4.0,39,"['dogs-leash', 'forest', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Lower-Hadlock-Pond-Loop-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Lower-Hadlock-Pond-Loop-Trail,44.31088,-68.28596
Mansell Mountain Loop Trail,Acadia National Park,Mount Desert,Maine,United States,3540.548,266.7,3,loop,4.5,49,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Mansell-Mountain-Loop-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Mansell-Mountain-Loop-Trail,44.30014,-68.35027
"Spring, Penobscot Mountain, Deer Brook and Jordan Pond Path Loop",Acadia National Park,Seal Harbor,Maine,United States,6115.492,305.7144,3,loop,5.0,38,"['dogs-leash', 'forest', 'lake', 'views', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,"Spring,-Penobscot-Mountain,-Deer-Brook-and-Jordan-Pond-Path-Loop",Maine,"https://www.alltrails.com/trail/us/Maine/Spring,-Penobscot-Mountain,-Deer-Brook-and-Jordan-Pond-Path-Loop",44.32046,-68.25422
Schooner Head Path,Acadia National Park,Bar Harbor,Maine,United States,9012.304,105.7656,1,out and back,4.0,19,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Schooner-Head-Path,Maine,https://www.alltrails.com/trail/us/Maine/Schooner-Head-Path,44.3398,-68.17855
Day Mountain Trail,Acadia National Park,Seal Harbor,Maine,United States,4184.284,171.9072,1,out and back,4.5,39,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Day-Mountain-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Day-Mountain-Trail,44.29917,-68.2275
Saint Sauveur Mountain and Valley Peak Loop Trail,Acadia National Park,Southwest Harbor,Maine,United States,3701.482,198.7296,3,loop,4.5,48,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Saint-Sauveur-Mountain-and-Valley-Peak-Loop-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Saint-Sauveur-Mountain-and-Valley-Peak-Loop-Trail,44.31185,-68.33207
"Beehive, The Bowl, and Gorham Mountain",Acadia National Park,Bar Harbor,Maine,United States,3862.416,214.884,3,loop,5.0,11,"['dogs-leash', 'forest', 'views', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,"Beehive,-The-Bowl,-and-Gorham-Mountain",Maine,"https://www.alltrails.com/trail/us/Maine/Beehive,-The-Bowl,-and-Gorham-Mountain",44.33165,-68.1853
Long Pond And Great Notch Trails,Acadia National Park,Southwest Harbor,Maine,United States,7724.832,187.7568,3,loop,4.5,28,"['dogs-leash', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Long-Pond-And-Great-Notch-Trails,Maine,https://www.alltrails.com/trail/us/Maine/Long-Pond-And-Great-Notch-Trails,44.30001,-68.35059
Alder and Anvil Trails Loop,Acadia National Park,Winter Harbor,Maine,United States,3540.548,149.9616,3,loop,4.5,37,"['dogs-leash', 'waterfall']","['hiking', 'trail-running', 'walking']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Alder-and-Anvil-Trails-Loop,Maine,https://www.alltrails.com/trail/us/Maine/Alder-and-Anvil-Trails-Loop,44.33882,-68.04581
Beachcroft Path and Champlain North Ridge Trail,Acadia National Park,Bar Harbor,Maine,United States,4828.02,304.8,3,loop,4.5,24,"['dogs-leash', 'forest', 'views', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Beachcroft-Path-and-Champlain-North-Ridge-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Beachcroft-Path-and-Champlain-North-Ridge-Trail,44.35911,-68.20595
Quarry Path and Otter Cove Trail,Acadia National Park,Mount Desert,Maine,United States,3379.614,56.9976,1,out and back,4.0,31,"['beach', 'dogs-leash', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'mountain-biking', 'nature-trips', 'trail-running', 'walking']",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Quarry-Path-and-Otter-Cove-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Quarry-Path-and-Otter-Cove-Trail,44.31029,-68.20378
Maple Spring Trail,Acadia National Park,Mount Desert,Maine,United States,4345.218,222.8088,3,out and back,4.5,32,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Maple-Spring-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Maple-Spring-Trail,44.32588,-68.29125
Little Long Pond,Acadia National Park,Seal Harbor,Maine,United States,3540.548,53.9496,1,out and back,4.5,23,"['dogs', 'forest', 'lake', 'kids']","['hiking', 'horseback-riding']",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Little-Long-Pond,Maine,https://www.alltrails.com/trail/us/Maine/Little-Long-Pond,44.291290000000004,-68.25942
Jordan Stream Path,Acadia National Park,Seal Harbor,Maine,United States,5632.69,104.8512,1,out and back,4.5,19,"['dogs-leash', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Jordan-Stream-Path,Maine,https://www.alltrails.com/trail/us/Maine/Jordan-Stream-Path,44.31992,-68.25316
Valley Peak Trail,Acadia National Park,Southwest Harbor,Maine,United States,4988.954,365.76,3,out and back,4.5,17,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Valley-Peak-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Valley-Peak-Trail,44.29948,-68.31631
"Cannon Brook, Cadillac South Ridge and Ladder Trail",Acadia National Park,Bar Harbor,Maine,United States,7402.964,496.824,3,loop,5.0,22,"['forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,"Cannon-Brook,-Cadillac-South-Ridge-and-Ladder-Trail",Maine,"https://www.alltrails.com/trail/us/Maine/Cannon-Brook,-Cadillac-South-Ridge-and-Ladder-Trail",44.35166,-68.20437
Carriage and Around Mountain Road Loop,Acadia National Park,Mount Desert,Maine,United States,6598.294,81.9912,1,loop,4.0,32,"['dogs-leash', 'forest', 'lake', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Carriage-and-Around-Mountain-Road-Loop,Maine,https://www.alltrails.com/trail/us/Maine/Carriage-and-Around-Mountain-Road-Loop,44.31224,-68.28545
Bubbles Divide via Jordans Pond Path,Acadia National Park,Mount Desert,Maine,United States,6437.36,289.8648,3,loop,4.5,20,"['dogs-leash', 'forest', 'lake', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Bubbles-Divide-via-Jordans-Pond-Path,Maine,https://www.alltrails.com/trail/us/Maine/Bubbles-Divide-via-Jordans-Pond-Path,44.3237,-68.24989
Valley and Beech South Ridge Trails,Acadia National Park,Mount Desert,Maine,United States,5793.624,237.744,3,loop,4.5,28,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Valley-and-Beech-South-Ridge-Trails,Maine,https://www.alltrails.com/trail/us/Maine/Valley-and-Beech-South-Ridge-Trails,44.31518,-68.34363
Beech Mountain West Ridge Trail,Acadia National Park,Mount Desert,Maine,United States,2896.812,231.9528,3,out and back,4.5,30,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Beech-Mountain-West-Ridge-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Beech-Mountain-West-Ridge-Trail,44.30021,-68.3498
Schoodic Head Trail,Acadia National Park,Winter Harbor,Maine,United States,1770.274,116.7384,3,out and back,4.5,19,"['dogs-leash', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Schoodic-Head-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Schoodic-Head-Trail,44.35015,-68.05388
Deer Brook Trail via Jordan Pond Path,Acadia National Park,Mount Desert,Maine,United States,8046.7,289.8648,5,out and back,4.5,18,"['dogs-leash', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Deer-Brook-Trail-via-Jordan-Pond-Path,Maine,https://www.alltrails.com/trail/us/Maine/Deer-Brook-Trail-via-Jordan-Pond-Path,44.32294,-68.25375
Razorback Trail,Acadia National Park,Southwest Harbor,Maine,United States,3701.482,267.9192,3,out and back,4.5,24,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Razorback-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Razorback-Trail,44.29661,-68.35722
Jesup Path,Acadia National Park,Bar Harbor,Maine,United States,1609.34,2.7432,1,loop,4.0,34,"['dogs-leash', 'forest', 'kids', 'wildlife']","['birding', 'hiking', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Jesup-Path,Maine,https://www.alltrails.com/trail/us/Maine/Jesup-Path,44.36207,-68.2082
Jordan Cliffs to Sargent and Penobscot Mountain Loop,Acadia National Park,Bar Harbor,Maine,United States,7402.964,466.9536,3,loop,5.0,15,"['forest', 'lake', 'views', 'wildlife']","['backpacking', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Jordan-Cliffs-to-Sargent-and-Penobscot-Mountain-Loop,Maine,https://www.alltrails.com/trail/us/Maine/Jordan-Cliffs-to-Sargent-and-Penobscot-Mountain-Loop,44.3205,-68.25405
Cadillac North Ridge Trail to South Ridge Trail,Acadia National Park,Bar Harbor,Maine,United States,9656.04,381.9144,3,point to point,4.5,25,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers']","['backpacking', 'hiking', 'snowshoeing']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Cadillac-North-Ridge-Trail-to-South-Ridge-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Cadillac-North-Ridge-Trail-to-South-Ridge-Trail,44.3786,-68.22955
Asticou and Jordan Pond Path,Acadia National Park,Seal Harbor,Maine,United States,3218.68,58.8264,1,loop,4.5,23,"['dogs-leash', 'forest', 'kids', 'wildlife']","['hiking', 'nature-trips']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Asticou-and-Jordan-Pond-Path,Maine,https://www.alltrails.com/trail/us/Maine/Asticou-and-Jordan-Pond-Path,44.32026,-68.25527
Saint Sauveur and Acadia Mountain,Acadia National Park,Southwest Harbor,Maine,United States,8851.37,499.872,3,loop,4.5,12,"['dogs-leash', 'forest', 'views', 'wildlife']","['hiking', 'trail-running']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Saint-Sauveur-and-Acadia-Mountain,Maine,https://www.alltrails.com/trail/us/Maine/Saint-Sauveur-and-Acadia-Mountain,44.31193,-68.33223
Triad and Pemetic East Cliff Trails,Acadia National Park,Seal Harbor,Maine,United States,5471.756,371.856,3,out and back,4.5,17,"['dogs-leash', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Triad-and-Pemetic-East-Cliff-Trails,Maine,https://www.alltrails.com/trail/us/Maine/Triad-and-Pemetic-East-Cliff-Trails,44.31586,-68.2343
Stratheden Trail,Acadia National Park,Bar Harbor,Maine,United States,3218.68,39.9288,1,out and back,4.0,22,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking', 'cross-country-skiing']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,Stratheden-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Stratheden-Trail,44.37577,-68.21729
"Canon Brook, Cadillac South Ridge and Dorr Mountain South Ridge Trail Loop",Acadia National Park,Bar Harbor,Maine,United States,9656.04,544.9824,3,loop,4.5,17,"['dogs-leash', 'forest', 'views', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,"Canon-Brook,-Cadillac-South-Ridge-and-Dorr-Mountain-South-Ridge-Trail-Loop",Maine,"https://www.alltrails.com/trail/us/Maine/Canon-Brook,-Cadillac-South-Ridge-and-Dorr-Mountain-South-Ridge-Trail-Loop",44.34813,-68.2024
The Anvil Trail,Acadia National Park,Winter Harbor,Maine,United States,3218.68,156.972,3,out and back,4.0,21,"['dogs-leash', 'forest', 'views', 'wildlife']","['birding', 'hiking']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,The-Anvil-Trail,Maine,https://www.alltrails.com/trail/us/Maine/The-Anvil-Trail,44.35004,-68.05398
