,Trail Name,compound,RF_Sentiment,name_from_alltrails,name,area_name,city_name,state_name,country_name,length,elevation_gain,difficulty_rating,route_type,avg_rating,num_reviews,features,activities,river,beach,strollers,forest,city-walk,partially-paved,kids,rails-trails,dogs,waterfall,dogs-leash,ada,paved,hot-springs,views,dogs-no,cave,historic-site,wildlife,wild-flowers,lake,mountain-biking,surfing,off-road-driving,camping,walking,fishing,whitewater-kayaking,road-biking,horseback-riding,rails-trails.1,skiing,backpacking,scenic-driving,paddle-sports,sea-kayaking,canoeing,trail-running,bike-touring,birding,rock-climbing,cross-country-skiing,snowshoeing,ice-climbing,snowboarding,hiking,fly-fishing,nature-trips,update_name,update_state,trail_url,Lat,Lng
804,Devil Bathtub South Dakota,0.83985,1,"South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ","South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ",Grand Canyon National Park,Grand Canyon,Arizona,United States,26875.978,1400.8608,5,point to point,5.0,519,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"South-Kaibab,-Phantom-Ranch,-and-Bright-Angel-Trail-Loop-",Arizona,"https://www.alltrails.com/trail/us/Arizona/South-Kaibab,-Phantom-Ranch,-and-Bright-Angel-Trail-Loop-",36.05344,-112.08364
805,Homer Wilson Ranch,0.69191,0,"South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ","South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ",Grand Canyon National Park,Grand Canyon,Arizona,United States,26875.978,1400.8608,5,point to point,5.0,519,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"South-Kaibab,-Phantom-Ranch,-and-Bright-Angel-Trail-Loop-",Arizona,"https://www.alltrails.com/trail/us/Arizona/South-Kaibab,-Phantom-Ranch,-and-Bright-Angel-Trail-Loop-",36.05344,-112.08364
806,King Ranch Visitor Center,0.81268,1,"South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ","South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ",Grand Canyon National Park,Grand Canyon,Arizona,United States,26875.978,1400.8608,5,point to point,5.0,519,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"South-Kaibab,-Phantom-Ranch,-and-Bright-Angel-Trail-Loop-",Arizona,"https://www.alltrails.com/trail/us/Arizona/South-Kaibab,-Phantom-Ranch,-and-Bright-Angel-Trail-Loop-",36.05344,-112.08364
807,Pole Canyon Ranch,0.5677,0,"South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ","South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ",Grand Canyon National Park,Grand Canyon,Arizona,United States,26875.978,1400.8608,5,point to point,5.0,519,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"South-Kaibab,-Phantom-Ranch,-and-Bright-Angel-Trail-Loop-",Arizona,"https://www.alltrails.com/trail/us/Arizona/South-Kaibab,-Phantom-Ranch,-and-Bright-Angel-Trail-Loop-",36.05344,-112.08364
808,Ryan Ranch Homestead Site,0.2542285714285714,0,"South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ","South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ",Grand Canyon National Park,Grand Canyon,Arizona,United States,26875.978,1400.8608,5,point to point,5.0,519,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"South-Kaibab,-Phantom-Ranch,-and-Bright-Angel-Trail-Loop-",Arizona,"https://www.alltrails.com/trail/us/Arizona/South-Kaibab,-Phantom-Ranch,-and-Bright-Angel-Trail-Loop-",36.05344,-112.08364
809,Dead Lakes Recreational Area,0.546,0,Triple Lakes Trail,Triple Lakes Trail,Denali National Park,Denali National Park,Alaska,United States,29772.79,1124.712,5,out and back,4.5,110,"['dogs-no', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'trail-running']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Triple-Lakes-Trail,Alaska,https://www.alltrails.com/trail/us/Alaska/Triple-Lakes-Trail,63.73319,-148.89682
810,Lena Lakes,0.83022,1,Triple Lakes Trail,Triple Lakes Trail,Denali National Park,Denali National Park,Alaska,United States,29772.79,1124.712,5,out and back,4.5,110,"['dogs-no', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'trail-running']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Triple-Lakes-Trail,Alaska,https://www.alltrails.com/trail/us/Alaska/Triple-Lakes-Trail,63.73319,-148.89682
811,Pocosin Lakes National Wildlife Refuge,0.57688,0,Triple Lakes Trail,Triple Lakes Trail,Denali National Park,Denali National Park,Alaska,United States,29772.79,1124.712,5,out and back,4.5,110,"['dogs-no', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'trail-running']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Triple-Lakes-Trail,Alaska,https://www.alltrails.com/trail/us/Alaska/Triple-Lakes-Trail,63.73319,-148.89682
812,Sheep Lakes,0.6543599999999999,0,Triple Lakes Trail,Triple Lakes Trail,Denali National Park,Denali National Park,Alaska,United States,29772.79,1124.712,5,out and back,4.5,110,"['dogs-no', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'trail-running']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Triple-Lakes-Trail,Alaska,https://www.alltrails.com/trail/us/Alaska/Triple-Lakes-Trail,63.73319,-148.89682
813,Triple Lakes Trail,0.6472800000000001,0,Triple Lakes Trail,Triple Lakes Trail,Denali National Park,Denali National Park,Alaska,United States,29772.79,1124.712,5,out and back,4.5,110,"['dogs-no', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'trail-running']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Triple-Lakes-Trail,Alaska,https://www.alltrails.com/trail/us/Alaska/Triple-Lakes-Trail,63.73319,-148.89682
814,Death Canyon,0.7939700000000001,1,Death Canyon Loop,Death Canyon Loop,Grand Teton National Park,Moose,Wyoming,United States,41038.17,1834.896,5,loop,5.0,18,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,Death-Canyon-Loop,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Death-Canyon-Loop,43.65579,-110.7811
815,Deep Creek,0.7885099999999999,1,Deep Creek Loop Trail,Deep Creek Loop Trail,Great Smoky Mountains National Park,Bryson City,North Carolina,United States,7885.766,272.796,1,loop,4.5,263,"['dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'horseback-riding']",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Deep-Creek-Loop-Trail,North-Carolina,https://www.alltrails.com/trail/us/North-Carolina/Deep-Creek-Loop-Trail,35.46438,-83.43412000000001
816,Deer Creek Trail,0.91382,1,Deep Creek Trail,Deep Creek Trail,Great Smoky Mountains National Park,Cherokee,North Carolina,United States,22691.694,280.7208,3,point to point,4.5,15,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Deep-Creek-Trail,North-Carolina,https://www.alltrails.com/trail/us/North-Carolina/Deep-Creek-Trail,35.59945,-83.42296
817,GSMNP - Deep Creek Trail,0.7929700000000001,1,Deep Creek Trail,Deep Creek Trail,Great Smoky Mountains National Park,Cherokee,North Carolina,United States,22691.694,280.7208,3,point to point,4.5,15,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Deep-Creek-Trail,North-Carolina,https://www.alltrails.com/trail/us/North-Carolina/Deep-Creek-Trail,35.59945,-83.42296
818,Deer Mountain,0.90994,1,Deer Mountain Trail,Deer Mountain Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,9012.304,426.72,3,out and back,4.5,927,"['dogs-no', 'forest', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Deer-Mountain-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/Deer-Mountain-Trail,40.3868,-105.60978
819,Deer Mountain Trail,0.69863,0,Deer Mountain Trail,Deer Mountain Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,9012.304,426.72,3,out and back,4.5,927,"['dogs-no', 'forest', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Deer-Mountain-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/Deer-Mountain-Trail,40.3868,-105.60978
820,Doe Mountain Trail,0.83528,1,Deer Mountain Trail,Deer Mountain Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,9012.304,426.72,3,out and back,4.5,927,"['dogs-no', 'forest', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Deer-Mountain-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/Deer-Mountain-Trail,40.3868,-105.60978
821,Deer Park Road,0.4895299999999999,0,Deer Park Road,Deer Park Road,Olympic National Park,Port Angeles,Washington,United States,18990.212,1357.884,3,point to point,4.5,23,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['nature-trips', 'off-road-driving', 'scenic-driving']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Deer-Park-Road,Washington,https://www.alltrails.com/trail/us/Washington/Deer-Park-Road,48.04284,-123.33987
822,Delta Lake Trail,0.51395,0,Dead Lake Trail,Dead Lake Trail,Great Basin National Park,Baker,Nevada,United States,5793.624,421.8432,5,out and back,4.5,6,"['dogs-no', 'forest', 'lake', 'views']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Dead-Lake-Trail,Nevada,https://www.alltrails.com/trail/us/Nevada/Dead-Lake-Trail,38.92589,-114.25184
823,Desert Discovery Nature Trail,0.671075,0,Desert Discovery Nature Trail,Desert Discovery Nature Trail,Saguaro National Park,Tucson,Arizona,United States,643.736,4.8768,1,loop,4.0,26,"['ada', 'dogs-leash', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Desert-Discovery-Nature-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Desert-Discovery-Nature-Trail,32.26248,-111.21043
824,Desert Queen Mine,0.0648777777777777,0,Desert Queen Mine and Eagle Cliff Boulder House,Desert Queen Mine and Eagle Cliff Boulder House,Joshua Tree National Park,Twentynine Palms,California,United States,5471.756,176.784,1,loop,4.0,48,"['cave', 'dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Desert-Queen-Mine-and-Eagle-Cliff-Boulder-House,California,https://www.alltrails.com/trail/us/California/Desert-Queen-Mine-and-Eagle-Cliff-Boulder-House,34.02366,-116.07747
825,Edsel & Eleanor Ford House,0.88788,1,Desert Queen Mine and Eagle Cliff Boulder House,Desert Queen Mine and Eagle Cliff Boulder House,Joshua Tree National Park,Twentynine Palms,California,United States,5471.756,176.784,1,loop,4.0,48,"['cave', 'dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Desert-Queen-Mine-and-Eagle-Cliff-Boulder-House,California,https://www.alltrails.com/trail/us/California/Desert-Queen-Mine-and-Eagle-Cliff-Boulder-House,34.02366,-116.07747
826,Devastation Trail,0.35239,0,Devastation Trail to Puu Puai Overlook,Devastation Trail to Puu Puai Overlook,Hawaii Volcanoes National Park,Pahala,Hawaii,Hawaii,1609.34,37.7952,1,out and back,3.5,79,"['ada', 'dogs-no', 'forest', 'historic-site', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Devastation-Trail-to-Puu-Puai-Overlook,Hawaii,https://www.alltrails.com/trail/us/Hawaii/Devastation-Trail-to-Puu-Puai-Overlook,19.4064,-155.25293
827,Devil's Den Trail,0.9356,1,Devil's Den Trail,Devil's Den Trail,Big Bend National Park,Big Bend National Park,Texas,United States,7242.03,108.8136,3,out and back,4.0,11,"['dogs-no', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Devil's-Den-Trail,Texas,https://www.alltrails.com/trail/us/Texas/Devil's-Den-Trail,29.62241,-103.14261
828,Devil's Slide Trail,0.8684100000000001,1,Devil's Den Trail,Devil's Den Trail,Big Bend National Park,Big Bend National Park,Texas,United States,7242.03,108.8136,3,out and back,4.0,11,"['dogs-no', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Devil's-Den-Trail,Texas,https://www.alltrails.com/trail/us/Texas/Devil's-Den-Trail,29.62241,-103.14261
829,Devil's Golf Course,0.48459,0,Devil's Golf Course,Devil's Golf Course,Death Valley National Park,Death Valley,California,United States,4184.284,21.9456,1,out and back,4.0,51,"['dogs-no', 'kids', 'views', 'wild-flowers']","['scenic-driving', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Devil's-Golf-Course,California,https://www.alltrails.com/trail/us/California/Devil's-Golf-Course,36.29856,-116.8117
830,Devil's Hall Trail,0.92815,1,Devil's Hall Trail,Devil's Hall Trail,Guadalupe Mountains National Park,Salt Flat,Texas,United States,5793.624,175.8696,3,out and back,4.5,233,"['dogs-no', 'views']","['camping', 'hiking', 'rock-climbing']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Devil's-Hall-Trail,Texas,https://www.alltrails.com/trail/us/Texas/Devil's-Hall-Trail,31.89668,-104.82815
831,Devil's Kitchen,0.81554,1,Devil's Kitchen Trail,Devil's Kitchen Trail,Lassen Volcanic National Park,Chester,California,United States,7402.964,187.7568,3,out and back,4.5,90,"['dogs-no', 'forest', 'kids', 'hot-springs', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Devil's-Kitchen-Trail,California,https://www.alltrails.com/trail/us/California/Devil's-Kitchen-Trail,40.44312,-121.39747
832,Devil's Playground,0.63097,0,Devil's Playground Loop,Devil's Playground Loop,Petrified Forest National Park,Sun Valley,Arizona,United States,12070.05,144.78,3,loop,4.5,19,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Devil's-Playground-Loop,Arizona,https://www.alltrails.com/trail/us/Arizona/Devil's-Playground-Loop,35.0168,-109.88437
833,Disney's Winter Summerland Miniature Golf Course,0.62989,0,Devil's Playground Loop,Devil's Playground Loop,Petrified Forest National Park,Sun Valley,Arizona,United States,12070.05,144.78,3,loop,4.5,19,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Devil's-Playground-Loop,Arizona,https://www.alltrails.com/trail/us/Arizona/Devil's-Playground-Loop,35.0168,-109.88437
834,Diamond Point Quartz Crystals,0.64207,0,Point Gustavus,Point Gustavus,Glacier Bay National Park,Gustavus,Alaska,United States,20116.75,117.9576,3,out and back,4.0,2,"['beach', 'dogs-no']","['hiking', 'nature-trips', 'walking']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Point-Gustavus,Alaska,https://www.alltrails.com/trail/us/Alaska/Point-Gustavus,58.45379,-135.88686
835,Petroglyph Point Hike,0.7624500000000001,1,Point Gustavus,Point Gustavus,Glacier Bay National Park,Gustavus,Alaska,United States,20116.75,117.9576,3,out and back,4.0,2,"['beach', 'dogs-no']","['hiking', 'nature-trips', 'walking']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Point-Gustavus,Alaska,https://www.alltrails.com/trail/us/Alaska/Point-Gustavus,58.45379,-135.88686
836,Point Reyes Hiking Trails,0.8303499999999999,1,Point Gustavus,Point Gustavus,Glacier Bay National Park,Gustavus,Alaska,United States,20116.75,117.9576,3,out and back,4.0,2,"['beach', 'dogs-no']","['hiking', 'nature-trips', 'walking']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Point-Gustavus,Alaska,https://www.alltrails.com/trail/us/Alaska/Point-Gustavus,58.45379,-135.88686
837,Point Washington State Forest,0.79811,1,Point Gustavus,Point Gustavus,Glacier Bay National Park,Gustavus,Alaska,United States,20116.75,117.9576,3,out and back,4.0,2,"['beach', 'dogs-no']","['hiking', 'nature-trips', 'walking']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Point-Gustavus,Alaska,https://www.alltrails.com/trail/us/Alaska/Point-Gustavus,58.45379,-135.88686
838,Sapphire Point Overlook,0.78097,1,Point Gustavus,Point Gustavus,Glacier Bay National Park,Gustavus,Alaska,United States,20116.75,117.9576,3,out and back,4.0,2,"['beach', 'dogs-no']","['hiking', 'nature-trips', 'walking']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Point-Gustavus,Alaska,https://www.alltrails.com/trail/us/Alaska/Point-Gustavus,58.45379,-135.88686
839,Dickey Ridge Trail,0.51895,0,Dickey Ridge Trail,Dickey Ridge Trail,Shenandoah National Park,Front Royal,Virginia,United States,28968.12,1147.8768,3,out and back,4.0,71,"['dogs-leash', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Dickey-Ridge-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Dickey-Ridge-Trail,38.9062,-78.19659
840,Discovery Trail,0.7071,0,Discovery Point Trail,Discovery Point Trail,Crater Lake National Park,Crater Lake,Oregon,United States,6437.36,278.892,1,out and back,4.5,120,"['dogs-no', 'lake', 'kids', 'views', 'wild-flowers']","['birding', 'camping', 'hiking', 'nature-trips', 'snowshoeing', 'walking', 'cross-country-skiing']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,Discovery-Point-Trail,Oregon,https://www.alltrails.com/trail/us/Oregon/Discovery-Point-Trail,42.91089,-122.14595
841,Dog Canyon Trail,0.4554875,0,Dog Canyon Trail,Dog Canyon Trail,Big Bend National Park,Big Bend National Park,Texas,United States,6920.162,82.9056,1,out and back,4.0,14,"['dogs-no', 'kids', 'views', 'wildlife']","['hiking', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dog-Canyon-Trail,Texas,https://www.alltrails.com/trail/us/Texas/Dog-Canyon-Trail,29.61909,-103.14198
842,Dog Lake Trail,0.9931,1,Dog Lake Trail,Dog Lake Trail,Yosemite National Park,Yosemite Valley,California,United States,5793.624,186.8424,1,loop,4.5,33,"['dogs-no', 'forest', 'lake', 'kids', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Dog-Lake-Trail,California,https://www.alltrails.com/trail/us/California/Dog-Lake-Trail,37.8775,-119.35347
843,Lake Trail,0.6031818181818182,0,Dog Lake Trail,Dog Lake Trail,Yosemite National Park,Yosemite Valley,California,United States,5793.624,186.8424,1,loop,4.5,33,"['dogs-no', 'forest', 'lake', 'kids', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Dog-Lake-Trail,California,https://www.alltrails.com/trail/us/California/Dog-Lake-Trail,37.8775,-119.35347
844,Dogwood Pass,0.8504099999999999,1,Coyote Pass Loop Trail,Coyote Pass Loop Trail,Saguaro National Park,Tucson,Arizona,United States,9173.238,159.7152,1,loop,4.0,10,"['dogs-no', 'kids']","['hiking', 'trail-running', 'walking', 'horseback-riding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Coyote-Pass-Loop-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Coyote-Pass-Loop-Trail,32.32734,-111.1306
845,Lookout Pass,0.67832,0,Coyote Pass Loop Trail,Coyote Pass Loop Trail,Saguaro National Park,Tucson,Arizona,United States,9173.238,159.7152,1,loop,4.0,10,"['dogs-no', 'kids']","['hiking', 'trail-running', 'walking', 'horseback-riding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Coyote-Pass-Loop-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Coyote-Pass-Loop-Trail,32.32734,-111.1306
