,Trail Name,compound,RF_Sentiment,name,area_name,city_name,state_name,country_name,length,elevation_gain,difficulty_rating,route_type,avg_rating,num_reviews,features,activities,river,beach,strollers,forest,city-walk,partially-paved,kids,rails-trails,dogs,waterfall,dogs-leash,ada,paved,hot-springs,views,dogs-no,cave,historic-site,wildlife,wild-flowers,lake,mountain-biking,surfing,off-road-driving,camping,walking,fishing,whitewater-kayaking,road-biking,horseback-riding,rails-trails.1,skiing,backpacking,scenic-driving,paddle-sports,sea-kayaking,canoeing,trail-running,bike-touring,birding,rock-climbing,cross-country-skiing,snowshoeing,ice-climbing,snowboarding,hiking,fly-fishing,nature-trips,update_name,update_state,trail_url,Lat,Lng
351,Highline Trail,0.59119,0,Highline Trail - Logan Pass to Granite Park Chalet,Glacier National Park,Lake Mc Donald,Montana,United States,23979.166,785.7744,5,out and back,5,543,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Highline-Trail---Logan-Pass-to-Granite-Park-Chalet,Montana,https://www.alltrails.com/trail/us/Montana/Highline-Trail---Logan-Pass-to-Granite-Park-Chalet,48.69603,-113.71782
352,Hiking Devastated Area Interpretive Trail,0.652,0,Devastated Area Interpretive Trail,Lassen Volcanic National Park,Old Station,California,United States,482.802,3.9624,1,loop,4,25,['kids'],"['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Devastated-Area-Interpretive-Trail,California,https://www.alltrails.com/trail/us/California/Devastated-Area-Interpretive-Trail,40.51565,-121.46505
353,Historic Brushy Mountain State Penitentiary,0.58903,0,Brushy Mountain,Great Smoky Mountains National Park,Sevierville,Tennessee,United States,10138.842,528.828,5,out and back,4,31,"['dogs-no', 'forest', 'views', 'waterfall']","['hiking', 'trail-running']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Brushy-Mountain,Tennessee,https://www.alltrails.com/trail/us/Tennessee/Brushy-Mountain,35.68026,-83.46246
354,Hoh Rain Forest,0.53701,0,Hoh Rain Forest Hall of Moss,Olympic National Park,Forks,Washington,United States,1609.34,23.7744,1,loop,4.5,684,"['ada', 'dogs-no', 'forest', 'kids', 'partially-paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Hoh-Rain-Forest-Hall-of-Moss,Washington,https://www.alltrails.com/trail/us/Washington/Hoh-Rain-Forest-Hall-of-Moss,47.86023,-123.9345
355,Hoh River Trail,0.90912,1,Hoh River Trail,Olympic National Park,Forks,Washington,United States,52786.352,1558.7472,3,out and back,4.5,277,"['dogs-no', 'forest', 'lake', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Hoh-River-Trail,Washington,https://www.alltrails.com/trail/us/Washington/Hoh-River-Trail,47.86009,-123.93447
356,Holly Lake,0.9864,1,Holly Lake Trail,Grand Teton National Park,Moose,Wyoming,United States,19955.816,837.8952,5,out and back,5,52,"['dogs-no', 'lake', 'wild-flowers']","['backpacking', 'camping', 'hiking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Holly-Lake-Trail,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Holly-Lake-Trail,43.78486,-110.72742
357,Holzwarth Historical Site,0.85755,1,Holzwarth Historical Site / Never Summer Ranch,Rocky Mountain National Park,Grand Lake,Colorado,United States,1931.208,14.9352,1,out and back,4,62,"['ada', 'dogs-no', 'forest', 'kids', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'snowshoeing', 'walking', 'cross-country-skiing', 'fly-fishing']",0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,Holzwarth-Historical-Site-/-Never-Summer-Ranch,Colorado,https://www.alltrails.com/trail/us/Colorado/Holzwarth-Historical-Site-/-Never-Summer-Ranch,40.37258,-105.85468
358,Horseshoe Canyon,0.7123,0,Horseshoe Canyon Trail,Canyonlands National Park,Hanksville,Utah,United States,11104.446,407.8224,5,out and back,4.5,37,"['dogs-no', 'historic-site', 'wild-flowers', 'wildlife']","['birding', 'hiking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Horseshoe-Canyon-Trail,Utah,https://www.alltrails.com/trail/us/Utah/Horseshoe-Canyon-Trail,38.47355,-110.20041
359,Horseshoe Lake Trail,0.82523,1,Horseshoe Lake Trail,Denali National Park,Denali National Park,Alaska,United States,3379.614,119.7864,1,loop,4.5,237,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Horseshoe-Lake-Trail,Alaska,https://www.alltrails.com/trail/us/Alaska/Horseshoe-Lake-Trail,63.73661,-148.915
360,Horseshoe Lake Trail,0.82523,1,Horseshoe Lake Trail,Lassen Volcanic National Park,Chester,California,United States,6920.162,197.8152,1,out and back,4.5,7,"['dogs-no', 'lake', 'kids', 'views', 'wild-flowers']","['camping', 'hiking', 'trail-running', 'walking', 'whitewater-kayaking', 'canoeing']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Horseshoe-Lake-Trail,California,https://www.alltrails.com/trail/us/California/Horseshoe-Lake-Trail,40.46688,-121.30954
361,Horseshoe Meadow Trail,0.770855556,1,Horseshoe Meadow Trail,Sequoia National Park,Lone Pine,California,United States,114102.206,3932.8344,5,loop,5,5,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Horseshoe-Meadow-Trail,California,https://www.alltrails.com/trail/us/California/Horseshoe-Meadow-Trail,36.44785,-118.1705
362,Hospital Rock,0.3708,0,Middle Fork Kaweah Falls from Hospital Rock,Sequoia National Park,Three Rivers,California,United States,14644.994,599.8464,5,out and back,4,21,"['dogs-no', 'forest', 'river', 'views', 'waterfall']","['backpacking', 'camping', 'hiking']",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Middle-Fork-Kaweah-Falls-from-Hospital-Rock,California,https://www.alltrails.com/trail/us/California/Middle-Fork-Kaweah-Falls-from-Hospital-Rock,36.52054,-118.77148
363,Huckleberry Trail,0.805654545,1,Huckleberry Meadow Trail,Sequoia National Park,Three Rivers,California,United States,8368.568,233.7816,1,out and back,4.5,2,"['dogs-no', 'kids', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Huckleberry-Meadow-Trail,California,https://www.alltrails.com/trail/us/California/Huckleberry-Meadow-Trail,36.58474,-118.74983
364,Hugh Norris Trail,0.738333333,0,Hugh Norris Trail,Saguaro National Park,Tucson,Arizona,United States,14323.126,729.996,3,out and back,4.5,103,"['dogs-no', 'views']","['hiking', 'nature-trips', 'horseback-riding']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Hugh-Norris-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Hugh-Norris-Trail,32.27146,-111.20301
365,Hunter Mountain,0.485857143,0,Hunter Mountain OHV Road,Death Valley National Park,Death Valley,California,United States,17219.938,684.8856,3,point to point,5,1,"['views', 'wildlife']","['birding', 'off-road-driving']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Hunter-Mountain-OHV-Road,California,https://www.alltrails.com/trail/us/California/Hunter-Mountain-OHV-Road,36.60175,-117.46085
366,Hurricane Hill Farm,0.9237375,1,Hurricane Hill,Olympic National Park,Port Angeles,Washington,United States,17541.806,1623.9744,5,out and back,4,8,"['forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Hurricane-Hill,Washington,https://www.alltrails.com/trail/us/Washington/Hurricane-Hill,48.01335,-123.58713
367,Hurricane Ridge,0.80785,1,Hurricane Hill via Hurricane Ridge,Olympic National Park,Port Angeles,Washington,United States,4988.954,242.9256,3,out and back,4.5,621,"['dogs-no', 'forest', 'partially-paved', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing']",1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Hurricane-Hill-via-Hurricane-Ridge,Washington,https://www.alltrails.com/trail/us/Washington/Hurricane-Hill-via-Hurricane-Ridge,47.97651,-123.5178
368,Huskey Gap Trail,0.7395,0,Huskey Gap Trail,Great Smoky Mountains National Park,Gatlinburg,Tennessee,United States,6115.492,381,1,out and back,4,34,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Huskey-Gap-Trail,Tennessee,https://www.alltrails.com/trail/us/Tennessee/Huskey-Gap-Trail,35.66318,-83.52673
369,Iceberg Lake Trail,0.76638,1,Iceberg Lake Trail,Glacier National Park,Babb,Montana,United States,14966.862,441.96,3,out and back,5,806,"['beach', 'dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Iceberg-Lake-Trail,Montana,https://www.alltrails.com/trail/us/Montana/Iceberg-Lake-Trail,48.79961,-113.67921
370,Indian Head Trail,0.51328,0,Indian Head Trail,Big Bend National Park,Terlingua,Texas,United States,3057.746,28.956,1,loop,4.5,11,['kids'],"['hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Indian-Head-Trail,Texas,https://www.alltrails.com/trail/us/Texas/Indian-Head-Trail,29.33277,-103.50682
371,Inspiration Point,0.721135,0,Inspiration Point Trail,Yosemite National Park,Yosemite Valley,California,United States,3701.482,317.9064,3,out and back,4.5,113,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,Inspiration-Point-Trail,California,https://www.alltrails.com/trail/us/California/Inspiration-Point-Trail,37.71536,-119.67688
372,Inspiration Point,0.721135,0,Inspiration Point Trail,Lassen Volcanic National Park,Chester,California,United States,2092.142,126.7968,3,out and back,3.5,8,"['dogs-no', 'forest', 'lake', 'views']",['hiking'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Inspiration-Point-Trail,California,https://www.alltrails.com/trail/us/California/Inspiration-Point-Trail,40.46657,-121.30786
373,Jasper Forest,0.1751,0,Old Jasper Forest Road,Petrified Forest National Park,Petrified Forest National Park,Arizona,United States,4184.284,53.9496,1,loop,4.5,22,"['dogs-leash', 'kids', 'views']",['hiking'],0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Old-Jasper-Forest-Road,Arizona,https://www.alltrails.com/trail/us/Arizona/Old-Jasper-Forest-Road,34.88855,-109.80716
374,Jenny Lake,0.92355,1,Jenny Lake Trail,Grand Teton National Park,Moose,Wyoming,United States,12391.918,221.8944,3,loop,4.5,602,"['beach', 'dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'snowshoeing']",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Jenny-Lake-Trail,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Jenny-Lake-Trail,43.75094,-110.72384
375,Jenny Lake Trail,0.86041,1,Jenny Lake Trail,Grand Teton National Park,Moose,Wyoming,United States,12391.918,221.8944,3,loop,4.5,602,"['beach', 'dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'snowshoeing']",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Jenny-Lake-Trail,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Jenny-Lake-Trail,43.75094,-110.72384
376,John Muir Trail,0.85632,1,John Muir Trail,Yosemite National Park,Lone Pine,California,United States,339570.74,13165.836,3,point to point,0,0,"['forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,John-Muir-Trail,California,https://www.alltrails.com/trail/us/California/John-Muir-Trail,36.58686,-118.24013
377,John's Lake Loop,0.79909,1,Johns Lake Loop,Glacier National Park,Essex,Montana,United States,3057.746,55.7784,1,loop,4,115,"['dogs-no', 'lake', 'kids', 'river', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'walking', 'horseback-riding']",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Johns-Lake-Loop,Montana,https://www.alltrails.com/trail/us/Montana/Johns-Lake-Loop,48.63552,-113.86758
378,Jones Run Falls Trailhead,0.70988,0,Jones Run Falls Trail,Shenandoah National Park,Crozet,Virginia,United States,7242.03,386.7912,3,out and back,4.5,124,"['dogs-no', 'kids', 'river', 'views', 'waterfall', 'wildlife']","['hiking', 'nature-trips', 'walking']",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Jones-Run-Falls-Trail,Virginia,https://www.alltrails.com/trail/us/Virginia/Jones-Run-Falls-Trail,38.2299,-78.72597
379,Jordan Cliffs Trail,0.73631,0,Jordan Cliffs Trail to Penobscot Mountain,Acadia National Park,Mount Desert,Maine,United States,4828.02,314.8584,7,loop,4.5,73,"['dogs-no', 'forest', 'lake', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Jordan-Cliffs-Trail-to-Penobscot-Mountain,Maine,https://www.alltrails.com/trail/us/Maine/Jordan-Cliffs-Trail-to-Penobscot-Mountain,44.32042,-68.25416
380,Jordan Pond,0.85087,1,Jordan Pond Full Loop Trail,Acadia National Park,Mount Desert,Maine,United States,5471.756,28.956,3,loop,4.5,578,"['dogs-leash', 'forest', 'lake', 'kids', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Jordan-Pond-Full-Loop-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Jordan-Pond-Full-Loop-Trail,44.322,-68.25437
381,Joshua Tree National Park,0.83113,1,Joshua Tree National Park Geology OHV Tour Road,Joshua Tree National Park,Twentynine Palms,California,United States,27519.714,482.8032,3,loop,4.5,49,"['views', 'wild-flowers', 'wildlife']","['mountain-biking', 'nature-trips', 'off-road-driving', 'scenic-driving']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Joshua-Tree-National-Park-Geology-OHV-Tour-Road,California,https://www.alltrails.com/trail/us/California/Joshua-Tree-National-Park-Geology-OHV-Tour-Road,34.00616,-116.0849
382,Jug Handle Arch,0.241466667,0,Jug Handle Arch Trail,Zion National Park,Springdale,Utah,United States,3862.416,308.7624,5,loop,4,4,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Jug-Handle-Arch-Trail,Utah,https://www.alltrails.com/trail/us/Utah/Jug-Handle-Arch-Trail,37.2241,-112.90115
383,Juney Whank Falls,0.70164,0,Juney Whank Falls Trail,Great Smoky Mountains National Park,Bryson City,North Carolina,United States,965.604,51.816,1,loop,4,119,"['dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Juney-Whank-Falls-Trail,North-Carolina,https://www.alltrails.com/trail/us/North-Carolina/Juney-Whank-Falls-Trail,35.46429,-83.43434
384,Juniper Lake,0.7649,1,Juniper Lake to Butte Lake Loop,Lassen Volcanic National Park,McArthur,California,United States,35405.48,910.7424,5,loop,4,2,"['beach', 'dogs-no', 'forest', 'lake', 'partially-paved', 'river', 'views']","['backpacking', 'camping', 'hiking']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Juniper-Lake-to-Butte-Lake-Loop,California,https://www.alltrails.com/trail/us/California/Juniper-Lake-to-Butte-Lake-Loop,40.46665,-121.30926
385,Kabetogama Lake Overlook Trail,0.9403,1,Kabetogama Lake Overlook Trail,Voyageurs National Park,Kabetogama,Minnesota,United States,643.736,17.9832,1,out and back,4,13,"['dogs-no', 'forest', 'lake', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['hiking', 'walking']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Kabetogama-Lake-Overlook-Trail,Minnesota,https://www.alltrails.com/trail/us/Minnesota/Kabetogama-Lake-Overlook-Trail,48.43414,-92.85033
386,Kaupo Gap Trail,-0.8207,0,Kaupo Trail,Haleakala National Park,Kula,Maui,Hawaii,19312.08,1670.9136,5,out and back,4,8,"['dogs-no', 'views', 'wildlife']",['hiking'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Kaupo-Trail,Maui,https://www.alltrails.com/trail/us/Maui/Kaupo-Trail,20.64981,-156.137
387,Kayenta Trail,0.69528,0,Kayenta Trail,Zion National Park,Springdale,Utah,United States,4988.954,127.7112,3,out and back,4,98,"['dogs-no', 'kids', 'river', 'views', 'waterfall', 'wild-flowers']","['hiking', 'walking']",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Kayenta-Trail,Utah,https://www.alltrails.com/trail/us/Utah/Kayenta-Trail,37.25172,-112.95647
388,Keauhou Trail,0,0,Keauhou Trail,Hawaii Volcanoes National Park,Pahala,Hawaii,Hawaii,27841.582,1143,5,out and back,4.5,5,"['beach', 'dogs-no', 'views']","['backpacking', 'camping', 'hiking', 'trail-running']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Keauhou-Trail,Hawaii,https://www.alltrails.com/trail/us/Hawaii/Keauhou-Trail,19.3572,-155.22412
389,Ken Patrick Trail,0.878533333,1,Ken Patrick Trail North from Point Imperial,Grand Canyon National Park,North Rim,Arizona,United States,7885.766,143.8656,1,out and back,3,12,"['dogs-no', 'forest', 'kids', 'views']",['hiking'],0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ken-Patrick-Trail-North-from-Point-Imperial,Arizona,https://www.alltrails.com/trail/us/Arizona/Ken-Patrick-Trail-North-from-Point-Imperial,36.27926,-111.97905
390,Kephart Prong Trail,0.88799,1,Kephart Shelter via Kephart Prong Trail,Great Smoky Mountains National Park,Cherokee,North Carolina,United States,6276.426,253.8984,1,out and back,4.5,91,"['dogs-no', 'forest', 'kids', 'views']","['hiking', 'trail-running']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Kephart-Shelter-via-Kephart-Prong-Trail,North-Carolina,https://www.alltrails.com/trail/us/North-Carolina/Kephart-Shelter-via-Kephart-Prong-Trail,35.5858,-83.3583
391,Kilauea Iki Trail,0.74585,0,Kilauea Iki Trail,Hawaii Volcanoes National Park,Volcano,Hawaii,Hawaii,2574.944,136.8552,1,out and back,4.5,15,"['views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Kilauea-Iki-Trail,Hawaii,https://www.alltrails.com/trail/us/Hawaii/Kilauea-Iki-Trail,19.42964,-155.25812
392,King Canyon Trail,0.70134,0,King Canyon Trail to Wasson Peak,Saguaro National Park,Tucson,Arizona,United States,11426.314,560.832,3,out and back,4.5,135,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,King-Canyon-Trail-to-Wasson-Peak,Arizona,https://www.alltrails.com/trail/us/Arizona/King-Canyon-Trail-to-Wasson-Peak,32.24717,-111.16717
393,Kings Canyon Scenic Byway,0.86852,1,Kings Canyon National Scenic Byway,Kings Canyon National Park,Cedar Grove,California,United States,119734.896,3014.7768,3,loop,4.5,9,"['cave', 'dogs-no', 'forest', 'historic-site', 'lake', 'kids', 'hot-springs', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['bike-touring', 'birding', 'camping', 'mountain-biking', 'nature-trips', 'paddle-sports', 'scenic-driving', 'whitewater-kayaking', 'fly-fishing', 'canoeing']",1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,Kings-Canyon-National-Scenic-Byway,California,https://www.alltrails.com/trail/us/California/Kings-Canyon-National-Scenic-Byway,36.71731,-118.9639
394,Kings Creek Falls,0.5167,0,Kings Creek Falls Trail,Lassen Volcanic National Park,Old Station,California,United States,4345.218,143.8656,3,out and back,4.5,242,"['dogs-no', 'forest', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Kings-Creek-Falls-Trail,California,https://www.alltrails.com/trail/us/California/Kings-Creek-Falls-Trail,40.46067,-121.4593
395,Kings River Bridge,0,0,Kings River,Kings Canyon National Park,Dunlap,California,United States,22691.694,283.7688,1,out and back,3,1,"['dogs-no', 'kids', 'river']","['fishing', 'hiking', 'trail-running', 'fly-fishing']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Kings-River,California,https://www.alltrails.com/trail/us/California/Kings-River,36.79039,-118.66787
